2/6/2013,,January,1/20/2014,GLYNNGEO1,Mr.,John,Doe,Generic Company Name,Attn,Generic Street,Generic Address,Genric City,NY,11111,(814) 553-4401,OOS,(814) 553-4401,Tax 5%,,(814) 553-4401,Net 30,,No,Active,No,collinswitzer@gmail.com,GET ON SITE!,collinswitzer@gmail.com,Generic Company,Yes-definite,,CJS,John Doe,(814) 553-4401,(814) 553-4401 Fax,1234 Generic St,Address Pt 2.,Generic City,NY,11111,8:00 am - 4:30 pm,Forney FT-40-F96 Digital Compression Machine                (E-4),S/N ,Range:  2.5K to 250K,1/22/2013,Boart Longyear E-312 LVDT                                        (D-6027),S/N,Range: 2 Inches ,1/22/2013,                         w/ Model E-415 Readout,S/N,Channel #3,1/22/2013, Brainard-Kilman E-212 Load Cell                                      (E-4),S/N,Range: 2.5K,1/22/2013,                        w/ Model E-415 Readout                               ,S/N,Channel #1,1/22/2013,Brainard Kilman S-610-Load Cell (E-4),S/N,Range:,New,$409.00 ,$144.00 ,Included,$144.00 ,Included,$144.00 ,90E to Exit 50 for Rt. 290.  Take 290 to Exit #4. ,Directions,Directions,Directions,Directions,Directions,Instructions,Directions,Notes,Notes,Notes,Notes,Notes,Notes,,, , , ,,,, , , , , ,,,,,, , , ,Directions,"Need Dead Weights - 5#, 10#, 25#",X
1/31/2013,8-Sep,January,1/19/2015,MELOON,Mr.,John,Doe,Generic Company Name,Attn,Generic Street,Generic Address,Genric City,NY,11111,(814) 553-4401,Yes,(814) 553-4401,Tax 5%,,(814) 553-4401,Net 30 ,,No,Active ,No,collinswitzer@gmail.com,GET ON SITE!,collinswitzer@gmail.com,Generic Company,Yes,,DLP,John Doe,(814) 553-4401,(814) 553-4401 Fax,1234 Generic St,Address Pt 2.,Generic City,NY,11111,8:00 am - 4:30 pm,Tinius Olsen Universal Testing  Machine                                  (E-4),S/N ,Range:  10K / 60K ,1/23/2013,,S/N,,,,S/N,,,,S/N,,,,S/N,,,,S/N,,,$409.00 ,,,,,,,Directions,Directions,Directions,Directions,Directions,Instructions,Directions,Notes,Notes,Notes,Notes,Notes,Notes,,,,,,,,,,                                                          *** 2 Year Interval***,,,,,,,,,,,,Directions,,
1/8/2009,9-Jan,January,No Solicite ,NEWENTNJ,Mr.,John,Doe,Generic Company Name,Attn,Generic Street,Generic Address,Genric City,PA,11111,(814) 553-4401,OOS,(814) 553-4401,Tax 5%,,(814) 553-4401,Net 30 ,,,Inactive,,collinswitzer@gmail.com,GET ON SITE!,collinswitzer@gmail.com,Generic Company,Yes ,,LSM,John Doe,(814) 553-4401,(814) 553-4401 Fax,1234 Generic St,Address Pt 2.,Generic City,NJ,11111,8:00 am - 4:30 pm,Simms P-3000 Prestress - Jack #5                   (E-4 & PCI),S/N ,Range:  4K / 45K,7/29/2008,Extra Gauge - Final with Jack #5                    (E-4 & PCI),S/N,Range:  45K,7/29/2008,Extra Gauge Final w/Jack #5                      (E-4 & PCI),S/N,Range:  45K,7/29/2008,Extra Gauge Prepull w/Jack #5                          (E-4 & PCI),S/N,Range:  45K,7/29/2008,Extra Gauge Prepull w/Jack #5                      (E-4 & PCI),S/N,Range:  4K,7/29/2008,,S/N,,,$359.00 ,$89.00 ,$89.00 ,$89.00 ,$89.00 ,,,Directions,Directions,Directions,Directions,Directions,Instructions,Directions,Notes,Notes,Notes,Notes,Notes,Notes,,,,,,,,,,,,,,,,,,,,,,Directions,,
4/25/2013,6-Oct,February,2/17/2014,WEYERHAEUSER,Mr,John,Doe,Generic Company Name,Attn,Generic Street,Generic Address,Genric City,WV,11111,(814) 553-4401,OOS,(814) 553-4401,Tax 5%,,(814) 553-4401,Net 30,,No,Active,No,collinswitzer@gmail.com,GET ON SITE!,collinswitzer@gmail.com,Generic Company,Yes,,DLP,John Doe,(814) 553-4401,(814) 553-4401 Fax,1234 Generic St,Address Pt 2.,Generic City,WV,11111,8:00 am - 4:30 pm,TECO QA2E Dig Comp Machine w/Load Cell s/n  84510A    (E-4)                    ,S/N ,Range: 20 lbs to 2K (Floor Sample),2/23/2012,                                     w/ Displacement                                (E-2309) ,S/N,Range: 1.5 Inch  (ID# 1-1004),2/23/2012,"TECO QL3 Dig Comp Mach w/2 LC's s/n 135282A (#1),135291A (#2)  ",S/N,Range: 100 lbs to 10K                   (E-4),2/23/2012,                                   w/ LVDT Encoder                             (E-2309),S/N,Range: 1 Inch,2/23/2012,Satec Apex T-5000 Digital Testing Machine w/ Partner      (E-4),S/N,,2/23/2012,                                   w/ Load Cell   (ID# 1-1003)                      (E-4),S/N,Range:  5K (Compression Only),2/24/2010,$409.00 ,$144.00 ,$409.00 ,$144.00 ,$560.00 ,$0.00 ,                          ***2 YEAR SCHEDULE***,Directions,Directions,Directions,Directions,Directions,Instructions,Directions,Notes,Notes,Notes,Notes,Notes,Notes,                                   w/Load Cell T & C  (ID# 1-1003)           (E-4),2/23/2012,Range: 2K   ,                                   w/ Displacement      (ID# 1-1003)         (E-2309),S/N 93575,$0.00 ,2/23/2012,$144.00 ,S/N 2122,Teco QL3 LVDT                                                                        (D6027),Ohaus Explorer EP4101 Pro Scale                                       (E-898),S/N 02-035,S/N J35011263500P,$144.00 ,$85.00 ,5/18/2010,2/23/2012,Kate.harrison@weyerhauser.com,Range:  5 Inch ,Range:  1 inch ,"Range:  4,100 Grams ",Directions,Dead Weight correction value: 0.09993,
3/3/2010,,March,No Solicite ,GEOTECHCMD,Mr.,John,Doe,Generic Company Name,Attn,Generic Street,Generic Address,Genric City,MD,11111,(814) 553-4401,OOS,(814) 553-4401,Tax 5%,,(814) 553-4401,Net 30 ,,,Active,,collinswitzer@gmail.com,GET ON SITE!,collinswitzer@gmail.com,Generic Company,Yes,,TPT,John Doe,(814) 553-4401,(814) 553-4401 Fax,1234 Generic St,Address Pt 2.,Generic City,MD,11111,8:00 am - 4:30 pm,Forney FX-250E-DR500 Digital Compression Machine     (E-4),S/N ,Range: 3K to 300K,5/14/2007,Forney QC-400-CS-100-1S Digital Compression Machine  (E-4),S/N,Range:  4K to 400K,5/14/2007,Soiltest Unconfined Double Proving Ring   (E-4 & Man Specs),S/N,Cap: 300lbs,1/5/2007,Soiltest Unconfined Double Proving Ring (E-4 & Man Specs),S/N,Cap: 500lbs,1/5/2007,Geotest Unconfined Double Proving Ring (E-4 & Man Specs),S/N,Cap: 500lbs,1/5/2007,Geotest CBR Single Proving Ring (E-4 & Man Specs),S/N,Cap: 10K,1/5/2007,$409.00 ,$409.00 ,$144.00 ,$144.00 ,$144.00 ,$144.00 ,,Directions,Directions,Directions,Directions,Directions,Instructions,Directions,Notes,Notes,Notes,Notes,Notes,Notes,Artech Load Cell   (E-4),1/5/2007,Range: 5K,                   W/ E-400 Digital   (E-4),S/N 123171,$154.00 ,1/5/2007,,S/N 1656,,,,,,,,,,Range: 5K,,,Directions,,
3/17/2009,6-Dec,March,No Solicite ,POTOWMAC,Mr.,John,Doe,Generic Company Name,Attn,Generic Street,Generic Address,Genric City,MD,11111,(814) 553-4401,OOS,(814) 553-4401,Tax 5%,,(814) 553-4401,Net 30,,,Inactive,,collinswitzer@gmail.com,GET ON SITE!,collinswitzer@gmail.com,Generic Company,Yes,,TPT,John Doe,(814) 553-4401,(814) 553-4401 Fax,1234 Generic St,Address Pt 2.,Generic City,MD,11111,8:00 am - 4:30 pm,Soiltest CT-761Compression Machine                               (E-4) ,S/N ,Range:  30K / 250K,11/6/2007,,S/N,,,,S/N,,,,S/N,,,,S/N,,,,S/N,,,$409.00 ,,,,,,,Directions,Directions,Directions,Directions,Directions,Instructions,Directions,Notes,Notes,Notes,Notes,Notes,Notes,,,,,,,,,,,,,,,,,,,,,,Directions,,
2/26/2009,8-Feb,March,No Solicite ,HEADINC,Mr.,John,Doe,Generic Company Name,Attn,Generic Street,Generic Address,Genric City,OH,11111,(814) 553-4401,OOS,(814) 553-4401,Tax 5%,,(814) 553-4401,Net 30 ,,,Inactive,,collinswitzer@gmail.com,GET ON SITE!,collinswitzer@gmail.com,Generic Company,Yes,,DLP,John Doe,(814) 553-4401,(814) 553-4401 Fax,1234 Generic St,Address Pt 2.,Generic City,WV,11111,8:00 am - 4:30 pm,Forney F-250E-TPILOT Digital Compression Machine  (E-4),S/N ,Range: 2.5K to 250K ,2/26/2008,,S/N,,,,S/N,,,,S/N,,,,S/N,,,,S/N,,,$409.00 ,,,,,,,Directions,Directions,Directions,Directions,Directions,Instructions,Directions,Notes,Notes,Notes,Notes,Notes,Notes,,,,,,,,,,,,,,,,,,,,,,Directions,,
5/29/2013,6-Oct,May,5/5/2014,ATHERM,Mr.,John,Doe,Generic Company Name,Attn,Generic Street,Generic Address,Genric City,MD,11111,(814) 553-4401,OOS,(814) 553-4401,Tax 5%,,(814) 553-4401,Net 30,,No,Active,No,collinswitzer@gmail.com,GET ON SITE!,collinswitzer@gmail.com,Generic Company,Yes,,DLP,John Doe,(814) 553-4401,(814) 553-4401 Fax,1234 Generic St,Address Pt 2.,Generic City,MD,11111,8:00 am - 4:30 pm,Forney F-502F-GB Digital Compression Machine                 (E-4),S/N ,Range: 5K to 500K,5/8/2013,Artech Industries Mdl. 20210-6K Load Cell w/E-400 Digital S/N 149  ,S/N,Range: 5K                               (E-4),5/8/2013,Brainard Kilman Mdl. 29210-2.5 Load Cell w/E-400 Digital S/N 149,S/N,Range:  2.5K                           (E-4),5/8/2013,Humboldt Mdl. H-4454 Single Proving Ring   (E-4 & Man Specs),S/N,Range:  11K ,5/8/2013,Enerpac RCH-202 20 Ton Ram      (E-4 & Man Specs),S/N,"Range:  40K                (8,600 PSI)",5/8/2013,Enerpac RC-102 10 Ton Ram     (E-4 & Man Specs),S/N,"Range:  20K                (9,200 PSI)",5/8/2013,$409.00 ,$144.00 ,$144.00 ,$144.00 ,$204.00 ,$204.00 ,I95 South out of Baltimore to (Exit 41) Rte. 175 West to Columbia,Directions,Directions,Directions,Directions,Directions,Instructions,Directions,Notes,Notes,Notes,Notes,Notes,Notes,Enerpac H-603 60 Ton Ram   (E-4 & Man Specs),5/8/2013,"Range:  120K                (9,200 PSI)","Enerpac RCH121H 12 Ton Ram w/ Wika 2,000 PSI Gauge",S/N Unknown ,$204.00 ,5/8/2013,$204.00 ,S/N D1711C,,,,,,,,,,"Range: 5K  (1,730 PSI) (E-4 & ManSpecs)",,,Directions,"Interpolation Points: 5K, 25K, 100K, 200K, 300K, 450K",
5/29/2013,,May,5/12/2014,ESMER&AS,Mr.,John,Doe,Generic Company Name,Attn,Generic Street,Generic Address,Genric City,WV,11111,(814) 553-4401,OOS,(814) 553-4401,Tax 5%,,(814) 553-4401,Net 30,,No,Active,No,collinswitzer@gmail.com,GET ON SITE!,collinswitzer@gmail.com,Generic Company,Yes-1 day,,TPJ,John Doe,(814) 553-4401,(814) 553-4401 Fax,1234 Generic St,Address Pt 2.,Generic City,WV,11111,8:00 am - 4:30 pm,Forney QC-400-2 Compression Machine                             (E-4),S/N ,Range: 30K / 400K,5/14/2013,Durham Geo Consolidation Unit                             (E-4 & Man Specs)             ,S/N,,5/19/2009,    w/Durham Geo 20210-2.5K  Load Cell   (Channel #2)       (E-4),S/N,Range: 2.5K ,5/19/2009,    w/Durham Geo HS50 LVDT           (Channel #1)                (D-6027),S/N,Range: 2 inches ,5/19/2009,    w/Durham Geo Speed Control                                       (Man Specs),S/N,Range: 0.010 in/min ,5/19/2009,Durham Geo Pressure Transducer w/ E-405 Digital        (D-5720),S/N,Range: 200 PSI           (Channel #3),5/19/2009,$409.00 ,N/C,$144.00 ,$144.00 ,$144.00 ,$144.00 ,"From Charleston, WV, take US Rt. 60 east approx.",Directions,Directions,Directions,Directions,Directions,Instructions,Directions,Notes,Notes,Notes,Notes,Notes,Notes,,,,,,,,,,,   ***Must call 1 day prior so they can let door open***,,,,,,,,,,,Directions,,
11/26/2008,7-Jul,May,In House,WESTCON,Mr,John,Doe,Generic Company Name,Attn,Generic Street,Generic Address,Genric City,NY,11111,(814) 553-4401,OOS,(814) 553-4401,Tax 5%,,(814) 553-4401,Net 30 ,,Yes,Active,,collinswitzer@gmail.com,GET ON SITE!,collinswitzer@gmail.com,Generic Company,No,,DLP,John Doe,(814) 553-4401,(814) 553-4401 Fax,1234 Generic St,Address Pt 2.,Generic City,OR,11111,8:00 am - 4:30 pm,Tamtron Mdl. BCS-100-A Crane Scale    (ManSp & 0.1% FS) ,S/N ,"Range:  10,000 Kg ",7/11/2007,Eilon Engineering RON 2000 Load Cell    (ManSp & 0.1% FS),S/N,Range:  10 Ton,9/4/2008,Eilon Engineering RON 2000 S-10 Load Cell   (ManSp & 0.1% FS),S/N,Range:  10 Metric Ton,9/13/2007,,S/N,,,Eilon Engineering RON 2000 Load Cell     (ManSp & 0.1% FS),S/N,Range:  10 Metric Ton,5/23/2008,Eilon Engineering RON 2000 Load Cell     (ManSp & 0.1% FS),S/N,Range:  10 Metric Ton,5/9/2008,$175.00 ,$175.00 ,$175.00 ,,$175.00 ,$175.00 ,,Directions,Directions,Directions,Directions,Directions,Instructions,Directions,Notes,Notes,Notes,Notes,Notes,Notes,Eilon Engineering RON 2000 S-20 Load Cell  (ManSp & 0.1% FS),11/19/2008,Range:  20 Ton ,Eilon Engineering RON 2000 S-20 Load Cell   (ManSp & 0.1% FS),S/N 02074547,$175.00 ,11/25/2008,$175.00 ,S/N 02075926,Eilon Engineering RON 2000 S-20 Load Cell   (ManSp & 0.1% FS),,S/N 02075188,,$175.00 ,,11/25/2008,,www.transcat.com,Range:  40K,Range:  40K,,Directions,,
